Open_Time,Open,High,Low,Close,Volume
2024-08-02 08:00:00,64164.07,64610.0,64044.0,64598.01,1005.20836
2024-08-02 09:00:00,64598.01,64618.75,64420.8,64511.99,560.78311
2024-08-02 10:00:00,64512.0,64873.61,64350.0,64764.93,804.0882
2024-08-02 11:00:00,64764.93,64974.0,64649.96,64660.01,932.49056
2024-08-02 12:00:00,64660.01,64940.01,64118.6,64846.0,2278.09126
2024-08-02 13:00:00,64846.0,65524.01,64558.15,65229.99,2709.88702
2024-08-02 14:00:00,65229.99,65366.01,63102.0,63157.95,4724.50891
2024-08-02 15:00:00,63157.95,63636.46,62432.9,63416.01,4670.33215
2024-08-02 16:00:00,63416.0,63611.24,62964.41,63307.38,1657.67588
2024-08-02 17:00:00,63307.39,63456.01,63066.0,63098.01,743.54298
2024-08-02 18:00:00,63098.01,63220.0,62784.0,62898.25,1026.49958
2024-08-02 19:00:00,62898.24,62981.56,62515.0,62633.57,1627.26837
2024-08-02 20:00:00,62633.58,63187.26,62088.0,62622.01,2476.71591
2024-08-02 21:00:00,62622.01,62736.01,61286.54,61987.01,2830.77006
2024-08-02 22:00:00,61987.02,62250.0,61230.01,61386.01,1492.72604
2024-08-02 23:00:00,61386.01,61782.0,61311.0,61498.33,1293.60445
2024-08-03 00:00:00,61498.34,61725.78,60903.0,61132.01,2158.32562
2024-08-03 01:00:00,61132.01,61390.12,60505.0,61342.01,2498.20118
2024-08-03 02:00:00,61342.01,61614.0,61217.99,61450.01,1235.71624
2024-08-03 03:00:00,61450.01,61975.0,61310.9,61895.99,1165.23343
2024-08-03 04:00:00,61895.99,61981.43,61398.01,61566.25,674.61075
2024-08-03 05:00:00,61566.26,61720.34,61512.0,61693.99,369.59368
2024-08-03 06:00:00,61694.0,61847.11,61674.69,61827.89,391.96603
2024-08-03 07:00:00,61827.89,61906.37,61618.7,61662.01,591.46276
2024-08-03 08:00:00,61662.02,61740.6,61480.0,61629.68,536.12938
2024-08-03 09:00:00,61629.68,61749.07,61457.89,61735.99,468.75911
2024-08-03 10:00:00,61735.98,61885.9,61668.06,61822.01,462.84734
2024-08-03 11:00:00,61822.01,62002.39,61785.51,61919.38,528.52742
2024-08-03 12:00:00,61919.38,62198.22,61847.04,62002.71,824.67931
2024-08-03 13:00:00,62002.71,62040.01,61844.49,62007.99,483.17523
2024-08-03 14:00:00,62007.99,62173.01,61900.0,61990.0,522.43205
2024-08-03 15:00:00,61990.0,62088.38,60833.33,60879.0,1851.0634
2024-08-03 16:00:00,60879.01,61288.0,60387.0,60912.01,3779.61996
2024-08-03 17:00:00,60912.01,61015.5,60450.0,60576.0,1471.63779
2024-08-03 18:00:00,60575.99,60840.0,60174.54,60243.97,1887.75774
2024-08-03 19:00:00,60243.97,60628.24,59920.0,60246.0,2092.03786
2024-08-03 20:00:00,60246.01,60716.64,60158.0,60395.97,965.52159
2024-08-03 21:00:00,60395.97,60849.93,59850.0,60648.0,1578.50839
2024-08-03 22:00:00,60648.0,60765.0,60370.67,60629.84,597.64878
2024-08-03 23:00:00,60629.85,60830.0,60380.0,60697.99,899.26063
2024-08-04 00:00:00,60697.99,60814.16,60597.32,60747.0,612.35285
2024-08-04 01:00:00,60747.0,60774.02,60320.0,60743.58,550.52464
2024-08-04 02:00:00,60743.57,61117.63,60714.29,60886.95,879.07402
2024-08-04 03:00:00,60886.96,60902.36,60692.0,60735.0,460.77491
2024-08-04 04:00:00,60735.0,60792.47,60546.67,60564.12,399.81815
2024-08-04 05:00:00,60564.12,60938.54,60542.5,60792.0,468.34097
2024-08-04 06:00:00,60792.0,60871.5,60714.6,60819.61,284.28564
2024-08-04 07:00:00,60819.6,60830.0,60260.0,60373.99,819.82285
2024-08-04 08:00:00,60374.0,60666.0,60081.57,60565.41,862.41634
2024-08-04 09:00:00,60566.0,60740.0,60504.0,60708.0,332.05825
2024-08-04 10:00:00,60708.0,60828.7,60529.08,60812.01,494.27022
2024-08-04 11:00:00,60812.01,61000.0,60779.0,60896.0,491.41428
2024-08-04 12:00:00,60896.0,61097.55,60800.0,61062.0,451.93334
2024-08-04 13:00:00,61062.0,61089.36,60822.0,60822.01,429.99502
2024-08-04 14:00:00,60822.01,60876.0,59317.0,59586.7,3573.41697
2024-08-04 15:00:00,59586.69,59600.0,58960.0,59086.01,2940.33636
2024-08-04 16:00:00,59086.01,59314.57,58621.0,58663.9,2156.62874
2024-08-04 17:00:00,58663.9,58750.0,57122.77,57864.43,5593.91789
2024-08-04 18:00:00,57864.43,58930.58,57748.85,58770.6,2855.09279
2024-08-04 19:00:00,58770.6,59497.21,58530.8,59257.66,2334.95061
2024-08-04 20:00:00,59257.67,59583.0,58850.39,59158.0,1086.95356
2024-08-04 21:00:00,59158.01,59163.52,58357.15,58459.98,1164.75251
2024-08-04 22:00:00,58459.98,59133.33,58392.21,58715.83,1092.088
2024-08-04 23:00:00,58715.83,58762.01,58001.81,58161.0,1281.30112
2024-08-05 00:00:00,58161.0,58305.59,55701.0,56174.02,6366.26136
2024-08-05 01:00:00,56174.01,56294.0,52300.17,54432.65,18291.93944
2024-08-05 02:00:00,54432.65,54720.0,53600.0,54697.98,7647.8959
2024-08-05 03:00:00,54697.98,54713.99,53797.14,53890.87,3830.3656
2024-08-05 04:00:00,53890.87,54576.71,53394.01,53528.01,4506.48269
2024-08-05 05:00:00,53526.01,53856.05,52300.0,52718.0,9486.11842
2024-08-05 06:00:00,52717.99,52994.28,49000.0,51588.0,20888.72287
2024-08-05 07:00:00,51588.0,53088.22,51356.02,52674.19,8503.60672
2024-08-05 08:00:00,52674.2,53218.37,52288.0,52752.0,5272.69477
2024-08-05 09:00:00,52752.0,52935.63,51750.01,52667.8,3568.47028
2024-08-05 10:00:00,52667.8,52667.8,50671.66,51386.0,5666.36487
2024-08-05 11:00:00,51384.0,51899.99,50633.47,51340.0,4715.94005
2024-08-05 12:00:00,51340.0,51542.0,49542.83,49804.0,10310.06291
2024-08-05 13:00:00,49804.01,52534.09,49599.9,51951.0,11920.84778
2024-08-05 14:00:00,51951.01,54516.01,51951.01,54061.68,11347.47221
2024-08-05 15:00:00,54061.67,54980.0,53500.0,54321.09,6182.10967
2024-08-05 16:00:00,54321.08,55600.0,54034.0,54039.11,5846.92743
2024-08-05 17:00:00,54039.11,55068.42,53767.48,54707.99,3352.59724
2024-08-05 18:00:00,54708.0,54717.14,53000.0,53096.84,3324.36066
2024-08-05 19:00:00,53096.85,53601.0,52555.0,53470.09,3753.87523
2024-08-05 20:00:00,53470.08,54404.0,53462.0,54393.85,2144.05024
2024-08-05 21:00:00,54393.85,55200.0,54272.0,54372.01,1946.64283
2024-08-05 22:00:00,54372.0,54971.0,54206.09,54695.87,1482.40313
2024-08-05 23:00:00,54695.87,55082.0,53876.47,54018.81,1709.37956
2024-08-06 00:00:00,54018.82,56064.21,53950.0,56038.0,4020.21665
2024-08-06 01:00:00,56037.99,56276.0,55436.0,55723.98,2935.50989
2024-08-06 02:00:00,55723.99,56064.0,55628.44,55845.44,2144.92755
2024-08-06 03:00:00,55845.44,55888.0,55471.5,55665.73,1405.9911
2024-08-06 04:00:00,55665.73,55760.0,55255.0,55493.98,1633.25285
2024-08-06 05:00:00,55493.97,55999.0,55257.82,55925.97,1722.28213
2024-08-06 06:00:00,55925.96,56050.0,55535.69,55782.0,2232.18355
2024-08-06 07:00:00,55782.0,56169.48,55458.0,55999.99,2142.87168
2024-08-06 08:00:00,55998.02,56122.0,54600.01,54992.0,3660.95326
2024-08-06 09:00:00,54992.01,55309.54,54602.21,55211.99,2763.88727
2024-08-06 10:00:00,55211.98,55440.47,54879.25,55062.0,1473.76294
2024-08-06 11:00:00,55062.0,55400.85,54868.36,55210.01,1488.38598
2024-08-06 12:00:00,55210.0,55468.0,54677.49,54772.01,2140.16498
2024-08-06 13:00:00,54772.01,55438.03,54371.94,55204.0,3421.11371
2024-08-06 14:00:00,55203.99,56605.55,55152.0,56132.01,6015.8167
2024-08-06 15:00:00,56132.01,56429.98,55735.0,56405.99,2155.87056
2024-08-06 16:00:00,56405.99,56899.0,56234.8,56775.52,3029.81314
2024-08-06 17:00:00,56775.51,56988.83,56487.17,56494.0,2411.99491
2024-08-06 18:00:00,56492.01,57040.99,56356.0,56729.99,1969.44663
2024-08-06 19:00:00,56730.0,56878.0,56312.66,56765.48,1416.02875
2024-08-06 20:00:00,56769.98,56850.48,56172.09,56541.99,1551.33085
2024-08-06 21:00:00,56542.0,56632.0,56090.69,56458.01,977.6353
2024-08-06 22:00:00,56458.0,56935.56,55942.02,56200.26,1874.33722
2024-08-06 23:00:00,56200.26,56416.46,55800.0,56022.01,1296.99916
2024-08-07 00:00:00,56022.0,56375.0,55557.88,56269.99,1727.99543
2024-08-07 01:00:00,56270.0,57000.0,55782.0,56965.99,1878.60068
2024-08-07 02:00:00,56965.99,57287.99,56501.0,56762.01,2274.53901
2024-08-07 03:00:00,56762.01,56980.62,56590.0,56862.0,875.41298
2024-08-07 04:00:00,56862.01,57250.0,56750.0,57048.02,1671.15949
2024-08-07 05:00:00,57048.02,57246.23,56704.0,56796.01,1465.85788
2024-08-07 06:00:00,56796.01,56996.0,56692.39,56838.57,1094.48522
2024-08-07 07:00:00,56838.58,57091.57,56544.7,56920.91,1215.73729
2024-08-07 08:00:00,56920.91,57448.9,56871.44,57348.0,1496.95967
2024-08-07 09:00:00,57348.0,57669.0,57170.9,57350.01,2015.58278
2024-08-07 10:00:00,57350.01,57736.05,57255.1,57323.0,1172.75864
2024-08-07 11:00:00,57322.99,57372.01,56870.39,56963.38,1916.02762
2024-08-07 12:00:00,56963.39,57341.38,56812.0,57292.0,1773.60438
2024-08-07 13:00:00,57292.0,57479.6,56710.5,56834.0,2150.98919
2024-08-07 14:00:00,56832.06,56988.0,55650.0,56085.83,4134.20562
2024-08-07 15:00:00,56085.83,56400.0,55768.5,56094.5,1946.88224
2024-08-07 16:00:00,56094.51,56290.42,55800.03,56125.47,1771.8996
2024-08-07 17:00:00,56125.48,56300.0,55435.0,55570.59,2350.11275
2024-08-07 18:00:00,55570.59,55623.48,54676.35,54805.01,3462.66481
2024-08-07 19:00:00,54805.01,55152.15,54682.36,54759.22,1821.81006
2024-08-07 20:00:00,54760.97,55297.46,54643.02,55141.31,2085.03326
2024-08-07 21:00:00,55141.31,55566.24,54868.95,55416.0,1363.9891
2024-08-07 22:00:00,55416.0,55464.32,54558.62,55284.01,1743.64068
2024-08-07 23:00:00,55284.0,55434.57,54926.97,55134.16,859.42846
2024-08-08 00:00:00,55133.76,55370.07,54730.0,55300.0,1305.09221
2024-08-08 01:00:00,55300.0,57381.36,55270.35,56868.0,4003.00881
2024-08-08 02:00:00,56868.0,57636.36,56822.0,57364.0,2063.72332
2024-08-08 03:00:00,57364.0,57636.35,57046.0,57049.74,1275.97754
2024-08-08 04:00:00,57049.74,57234.11,56670.47,56765.34,1051.42972
2024-08-08 05:00:00,56765.35,57019.62,56714.52,56955.62,695.37757
2024-08-08 06:00:00,56955.62,57352.13,56794.35,57216.0,851.93145
2024-08-08 07:00:00,57216.0,57434.35,57122.0,57193.49,1072.16338
2024-08-08 08:00:00,57193.48,57382.51,57100.69,57230.0,936.47776
2024-08-08 09:00:00,57230.0,57495.0,56978.52,57339.19,882.70365
2024-08-08 10:00:00,57339.2,57558.0,57197.43,57377.09,1024.38947
2024-08-08 11:00:00,57377.1,57670.04,57252.11,57320.51,845.35727
2024-08-08 12:00:00,57320.51,58486.02,57000.0,57924.62,4026.90433
2024-08-08 13:00:00,57924.63,58255.0,56700.0,57266.73,3143.35857
2024-08-08 14:00:00,57266.73,58998.98,57168.71,58922.25,3376.24767
2024-08-08 15:00:00,58922.25,59505.0,58640.0,59428.03,3768.91338
2024-08-08 16:00:00,59428.03,59863.0,59354.45,59568.56,3443.04468
2024-08-08 17:00:00,59568.57,59854.53,59272.21,59469.88,1207.73852
2024-08-08 18:00:00,59469.89,59696.44,59317.89,59328.09,781.71579
2024-08-08 19:00:00,59328.1,59819.6,59237.59,59414.51,1317.07769
2024-08-08 20:00:00,59414.52,59683.5,59297.34,59506.29,616.80621
2024-08-08 21:00:00,59506.3,61355.66,59500.0,61173.69,2520.68689
2024-08-08 22:00:00,61170.44,62530.0,60621.22,62332.0,4551.00737
2024-08-08 23:00:00,62332.0,62745.14,61583.22,61685.99,3588.39624
2024-08-09 00:00:00,61686.0,61744.37,61086.95,61214.0,2033.4276
2024-08-09 01:00:00,61214.01,61550.08,60720.0,61400.0,1766.56142
2024-08-09 02:00:00,61400.0,61461.03,61147.88,61235.51,829.95324
2024-08-09 03:00:00,61235.51,61573.27,61171.86,61358.39,743.62787
2024-08-09 04:00:00,61358.39,61390.7,60720.0,60720.01,1063.85453
2024-08-09 05:00:00,60720.01,60998.0,60588.63,60989.0,981.14947
2024-08-09 06:00:00,60988.99,61113.5,60734.87,60890.01,1032.32739
2024-08-09 07:00:00,60890.01,61225.0,60750.52,60863.57,1398.19774
2024-08-09 08:00:00,60863.58,61110.96,60600.34,61095.73,896.53055
2024-08-09 09:00:00,61095.73,61210.31,60718.21,60759.99,852.399
2024-08-09 10:00:00,60760.0,60847.99,60170.16,60600.01,1726.08072
2024-08-09 11:00:00,60600.01,60797.75,60362.29,60655.24,763.4406
2024-08-09 12:00:00,60655.25,60800.0,60236.0,60551.99,922.51907
2024-08-09 13:00:00,60551.99,60757.83,59800.0,60450.01,2863.87359
2024-08-09 14:00:00,60450.02,61115.11,59535.0,60341.07,3519.45144
2024-08-09 15:00:00,60346.98,60587.24,59800.0,59810.23,1450.52956
2024-08-09 16:00:00,59810.24,60450.0,59700.0,60432.65,1358.31729
2024-08-09 17:00:00,60432.65,60747.53,60153.01,60197.5,1038.11949
2024-08-09 18:00:00,60197.5,60368.42,59835.38,60314.23,780.72783
2024-08-09 19:00:00,60314.23,60750.0,60116.0,60681.42,617.44285
2024-08-09 20:00:00,60681.79,60986.03,60526.66,60745.96,669.7114
2024-08-09 21:00:00,60745.96,60866.65,59909.16,60732.01,1565.30947
2024-08-09 22:00:00,60732.0,60985.0,60289.53,60763.58,1477.45761
2024-08-09 23:00:00,60763.59,60927.95,60348.74,60837.99,621.47044
2024-08-10 00:00:00,60837.99,61470.58,60495.56,60541.92,1556.31119
2024-08-10 01:00:00,60541.91,60963.0,60459.0,60464.0,563.14449
2024-08-10 02:00:00,60464.01,60723.18,60287.51,60536.25,368.11379
2024-08-10 03:00:00,60536.25,60536.25,60266.03,60437.84,378.50579
2024-08-10 04:00:00,60437.85,60440.01,60242.0,60413.49,280.85729
2024-08-10 05:00:00,60413.5,60469.5,60330.32,60355.46,206.02393
2024-08-10 06:00:00,60355.46,60510.54,60330.0,60458.0,233.86317
2024-08-10 07:00:00,60458.01,60851.91,60458.01,60842.0,431.7444
2024-08-10 08:00:00,60842.01,60900.43,60601.96,60733.58,418.89183
2024-08-10 09:00:00,60733.59,61116.65,60733.58,60896.5,553.67133
2024-08-10 10:00:00,60896.5,61010.52,60646.0,60788.01,359.54332
2024-08-10 11:00:00,60788.01,61008.0,60757.62,60920.88,286.13876
2024-08-10 12:00:00,60920.88,60949.99,60717.03,60722.81,269.9928
2024-08-10 13:00:00,60722.82,60744.0,60425.0,60431.56,497.16695
2024-08-10 14:00:00,60431.57,60676.55,60400.0,60585.38,273.35051
2024-08-10 15:00:00,60585.39,60750.0,60504.11,60515.89,488.96677
2024-08-10 16:00:00,60515.9,60709.99,60400.0,60672.59,446.95026
2024-08-10 17:00:00,60672.59,60860.92,60549.31,60767.8,313.4303
2024-08-10 18:00:00,60767.81,61196.63,60735.28,60953.38,775.52259
2024-08-10 19:00:00,60954.0,61140.0,60840.57,61016.45,253.5453
2024-08-10 20:00:00,61016.44,61108.74,60902.07,60986.19,309.43002
2024-08-10 21:00:00,60986.19,61160.0,60966.0,61075.99,298.59789
2024-08-10 22:00:00,61076.0,61076.0,60884.89,60930.27,189.99957
2024-08-10 23:00:00,60930.27,60940.72,60757.39,60923.51,241.44396
2024-08-11 00:00:00,60923.51,61243.99,60892.0,61095.15,435.48691
2024-08-11 01:00:00,61095.16,61160.91,60949.27,61112.1,181.78631
2024-08-11 02:00:00,61112.11,61133.72,60977.95,61026.78,181.28199
2024-08-11 03:00:00,61026.77,61382.73,61023.99,61085.01,598.83815
2024-08-11 04:00:00,61085.01,61145.82,60881.36,60895.99,365.86583
2024-08-11 05:00:00,60895.99,61150.0,60882.04,61114.29,215.58465
2024-08-11 06:00:00,61114.29,61163.9,61013.49,61120.01,214.18786
2024-08-11 07:00:00,61120.01,61271.43,61092.85,61257.0,418.10258
2024-08-11 08:00:00,61257.0,61426.97,61158.0,61260.42,456.03453
2024-08-11 09:00:00,61260.43,61858.0,61001.01,61110.0,1468.80283
2024-08-11 10:00:00,61110.0,61263.14,60946.11,61037.63,453.80554
2024-08-11 11:00:00,61037.64,61063.02,60425.0,60669.15,1157.15861
2024-08-11 12:00:00,60669.14,60700.0,60228.21,60492.09,749.0849
2024-08-11 13:00:00,60492.1,60640.94,60167.22,60457.54,848.62677
2024-08-11 14:00:00,60457.54,60761.09,60200.0,60350.0,1217.30715
2024-08-11 15:00:00,60350.0,60431.58,59941.0,60127.29,1191.69278
2024-08-11 16:00:00,60127.29,60288.01,59986.0,60182.2,520.32464
2024-08-11 17:00:00,60182.2,60350.0,60015.38,60265.07,578.88609
2024-08-11 18:00:00,60265.07,60345.88,60117.06,60263.11,309.49821
2024-08-11 19:00:00,60263.11,60274.94,59542.57,59621.11,1189.87128
2024-08-11 20:00:00,59621.11,59674.38,58286.73,58504.92,3007.44807
2024-08-11 21:00:00,58504.91,59087.0,58317.0,59009.8,1293.05151
2024-08-11 22:00:00,59009.79,59349.04,58525.08,58996.0,1493.92484
2024-08-11 23:00:00,58996.01,59021.66,58700.01,58712.59,643.19309
2024-08-12 00:00:00,58712.59,59088.33,58100.06,58450.0,1616.54316
2024-08-12 01:00:00,58450.01,58798.69,58278.46,58584.01,1026.68937
2024-08-12 02:00:00,58584.02,58760.45,58310.0,58717.25,814.94993
2024-08-12 03:00:00,58717.24,58818.78,58443.76,58509.5,637.80901
2024-08-12 04:00:00,58509.5,58680.0,58363.08,58523.83,506.0435
2024-08-12 05:00:00,58523.83,58693.02,58400.0,58571.57,563.38187
2024-08-12 06:00:00,58571.57,58638.0,58124.15,58403.76,885.13655
2024-08-12 07:00:00,58403.76,58984.85,57642.21,58674.61,2546.67432
2024-08-12 08:00:00,58674.62,59025.66,58240.51,58317.43,1398.97397
2024-08-12 09:00:00,58317.43,58636.36,58163.01,58296.67,1062.50945
2024-08-12 10:00:00,58296.68,58994.98,58125.75,58969.6,1221.94893
2024-08-12 11:00:00,58969.6,59990.0,58881.01,59851.7,2920.53333
2024-08-12 12:00:00,59851.71,59942.69,59518.26,59728.23,1246.54844
2024-08-12 13:00:00,59728.24,59876.9,58000.0,58157.55,2828.61707
2024-08-12 14:00:00,58157.55,60711.09,57800.0,60299.98,5156.24546
2024-08-12 15:00:00,60299.99,60510.2,59230.0,60207.37,2847.64813
2024-08-12 16:00:00,60207.38,60420.34,59555.56,59608.06,1522.45273
2024-08-12 17:00:00,59608.07,59919.69,59255.83,59296.11,1335.6951
2024-08-12 18:00:00,59296.12,59490.0,58440.54,58526.78,1497.27827
2024-08-12 19:00:00,58527.91,59300.88,58527.91,59043.98,1285.57015
2024-08-12 20:00:00,59043.99,59389.48,58723.58,58841.96,1387.47948
2024-08-12 21:00:00,58841.96,59223.47,58555.26,58969.44,1063.92021
2024-08-12 22:00:00,58969.45,59258.73,58849.44,59051.68,624.69274
2024-08-12 23:00:00,59051.67,59745.99,59024.01,59346.64,1012.57626
2024-08-13 00:00:00,59346.64,59890.62,59275.86,59798.17,1038.08536
2024-08-13 01:00:00,59798.18,59923.28,59466.34,59740.0,684.04808
2024-08-13 02:00:00,59740.0,59782.71,59269.85,59481.99,891.59566
2024-08-13 03:00:00,59482.0,59520.0,58846.95,59040.0,1691.63708
2024-08-13 04:00:00,59040.0,59250.0,58830.23,59219.99,623.38342
2024-08-13 05:00:00,59219.99,59359.99,59104.61,59211.99,355.46625
2024-08-13 06:00:00,59212.0,59476.0,58947.75,59368.0,709.8036
2024-08-13 07:00:00,59367.99,59457.34,59059.82,59238.05,892.07753
2024-08-13 08:00:00,59238.05,59331.99,58919.86,59099.98,830.40486
2024-08-13 09:00:00,59099.99,59103.99,58700.75,58946.01,1036.08791
2024-08-13 10:00:00,58946.01,58969.44,58392.88,58672.1,1000.16405
2024-08-13 11:00:00,58672.09,58904.0,58563.99,58830.0,509.25128
2024-08-13 12:00:00,58830.01,59190.0,58709.57,59124.0,1412.37442
2024-08-13 13:00:00,59124.0,59427.74,58819.3,59395.25,1623.46914
2024-08-13 14:00:00,59395.25,59776.7,58996.81,59643.63,1801.20013
2024-08-13 15:00:00,59643.63,59729.84,59352.36,59472.26,849.07557
2024-08-13 16:00:00,59472.25,61171.86,59446.22,61157.59,3358.11036
2024-08-13 17:00:00,61157.6,61578.1,60904.84,61167.58,2978.69513
2024-08-13 18:00:00,61167.58,61214.95,60761.91,60795.41,1316.92837
2024-08-13 19:00:00,60795.4,60969.39,60243.77,60820.15,1688.73237
2024-08-13 20:00:00,60820.16,60975.0,60566.37,60569.14,649.17304
2024-08-13 21:00:00,60569.15,61138.87,60505.98,61030.03,693.1371
2024-08-13 22:00:00,61030.04,61065.46,60455.0,60585.14,829.87139
2024-08-13 23:00:00,60585.14,60611.94,60389.75,60587.15,396.18641
2024-08-14 00:00:00,60587.16,60855.27,60425.01,60786.85,538.59458
2024-08-14 01:00:00,60786.85,60826.24,60520.4,60520.4,532.10853
2024-08-14 02:00:00,60520.41,60842.0,60487.89,60805.49,456.59945
2024-08-14 03:00:00,60805.5,61302.88,60805.49,60952.83,844.47854
2024-08-14 04:00:00,60952.83,61162.2,60895.02,60943.51,595.37832
2024-08-14 05:00:00,60943.52,61087.98,60796.0,60834.64,370.78279
2024-08-14 06:00:00,60834.64,60913.68,60637.3,60861.5,580.3976
2024-08-14 07:00:00,60861.5,60940.0,60700.0,60914.02,273.53209
2024-08-14 08:00:00,60914.02,60931.46,60640.4,60896.0,633.08007
2024-08-14 09:00:00,60896.0,60980.01,60818.99,60857.21,726.23432
2024-08-14 10:00:00,60856.85,61325.32,60839.0,61100.0,1109.7324
2024-08-14 11:00:00,61100.0,61453.0,60891.56,61296.87,1006.62214
2024-08-14 12:00:00,61296.88,61800.0,60846.53,61064.53,3076.76024
2024-08-14 13:00:00,61064.52,61171.14,59473.36,59611.92,3404.21123
2024-08-14 14:00:00,59611.93,59621.94,58823.52,59502.67,4124.81255
2024-08-14 15:00:00,59502.67,59841.73,58903.01,59435.69,2893.2163
2024-08-14 16:00:00,59435.69,59451.53,58615.06,59131.99,2045.95643
2024-08-14 17:00:00,59131.99,59379.51,59039.47,59168.36,1043.58426
2024-08-14 18:00:00,59168.37,59462.61,58809.0,58990.05,1024.74483
2024-08-14 19:00:00,58990.04,59120.09,58710.02,58891.13,810.39795
2024-08-14 20:00:00,58891.13,59183.99,58880.51,59149.16,513.16696
2024-08-14 21:00:00,59149.15,59156.0,58869.74,58913.56,404.08382
2024-08-14 22:00:00,58913.57,59011.49,58433.18,58986.0,948.67809
2024-08-14 23:00:00,58985.99,59022.5,58673.81,58683.39,465.60977
2024-08-15 00:00:00,58683.39,59040.89,58678.0,58993.99,652.16711
2024-08-15 01:00:00,58994.0,59044.44,58135.2,58204.93,1384.77004
2024-08-15 02:00:00,58204.93,58562.61,58010.0,58412.25,2459.79333
2024-08-15 03:00:00,58412.75,58494.74,58350.0,58442.98,503.562
2024-08-15 04:00:00,58442.99,58471.0,58160.0,58388.71,687.66513
2024-08-15 05:00:00,58388.72,58639.0,58188.29,58315.01,747.54161
2024-08-15 06:00:00,58315.01,58390.0,57847.32,58101.44,1550.94234
2024-08-15 07:00:00,58101.44,58149.0,57713.88,58060.37,1156.56805
2024-08-15 08:00:00,58060.36,58390.21,57964.85,58378.3,1024.07628
2024-08-15 09:00:00,58378.3,58551.87,58305.14,58412.64,864.04001
2024-08-15 10:00:00,58412.64,58543.25,58298.6,58361.9,620.7443
2024-08-15 11:00:00,58361.9,58872.85,58354.53,58745.36,836.78188
2024-08-15 12:00:00,58745.36,59387.11,58607.86,58800.26,2158.3608
2024-08-15 13:00:00,58800.26,59477.0,58532.42,59451.34,1905.33986
2024-08-15 14:00:00,59451.33,59743.13,59210.48,59416.35,2073.10429
2024-08-15 15:00:00,59416.36,59787.37,59261.61,59682.84,1586.27247
2024-08-15 16:00:00,59682.85,59849.38,59428.57,59538.01,1358.43935
2024-08-15 17:00:00,59538.01,59547.96,58782.9,58875.1,1484.03158
2024-08-15 18:00:00,58875.1,58878.15,57524.56,57872.82,3577.73998
2024-08-15 19:00:00,57872.82,57963.04,56680.0,57047.46,4014.49421
2024-08-15 20:00:00,57046.34,57133.02,56078.54,56671.06,2541.61631
2024-08-15 21:00:00,56671.06,57632.34,56606.12,57622.21,1722.38505
2024-08-15 22:00:00,57622.21,57885.0,57382.9,57617.36,1824.12623
2024-08-15 23:00:00,57617.35,57824.46,57484.54,57541.06,951.61401
2024-08-16 00:00:00,57541.05,57673.8,57355.0,57469.99,1048.25626
